hcp_id,hcp_name,specialty,hcp_tier,territory_id,city,state,affiliated_hospital,years_practicing,patient_volume,preferred_channel,email_opt_in
HCP0381,Dr. Onveer Butala,Gastroenterologist,Tier 2,T009,Chennai,Tamil Nadu,Saraf-Narula Hospital,17,591,Phone,False
HCP0382,Dr. Brijesh Karpe,Oncologist,Tier 3,T010,Kolkata,West Bengal,Soman LLC Hospital,33,551,Email,False
HCP0383,Dr. Falan Mand,Endocrinologist,Tier 1,T011,Ahmedabad,Gujarat,"Bali, Gola and Murty Hospital",33,268,In-person,True
HCP0384,Dr. Sarthak Dhawan,Diabetologist,Tier 3,T012,Jaipur,Rajasthan,"Rao, Bose and Mistry Hospital",5,862,In-person,False
HCP0385,Dr. Wridesh Ramachandran,Endocrinologist,Tier 3,T001,Pune,Maharashtra,"Zachariah, Narula and Rajagopalan Hospital",16,149,Email,True
HCP0386,Dr. Farhan Tella,Pulmonologist,Tier 2,T002,Mumbai,Maharashtra,"Pal, Bera and Chaudhari Hospital",25,141,Webinar,False
HCP0387,Dr. Vincent Borra,Cardiologist,Tier 1,T003,Nashik,Maharashtra,Ranganathan-Narain Hospital,28,92,In-person,False
HCP0388,Dr. Anjali Seshadri,Dermatologist,Tier 3,T004,Nagpur,Maharashtra,Kari-Parekh Hospital,3,594,Webinar,True
HCP0389,Dr. Rachana Grewal,Diabetologist,Tier 3,T005,Delhi,Delhi,"Rai, Chada and Merchant Hospital",35,232,Email,True
HCP0390,Dr. Ethan Butala,Orthopedic Surgeon,Tier 2,T006,Gurgaon,Haryana,Dube-Rai Hospital,24,353,Webinar,True
HCP0391,Dr. Lopa Nadig,Gastroenterologist,Tier 3,T007,Bengaluru,Karnataka,Chhabra-Chand Hospital,31,658,Email,True
HCP0392,Dr. Darika Saxena,General Physician,Tier 3,T008,Hyderabad,Telangana,Madan-Chaudry Hospital,7,749,In-person,True
HCP0393,Dr. Gagan Grover,Neurologist,Tier 2,T009,Chennai,Tamil Nadu,Sen-Vala Hospital,32,137,In-person,True
HCP0394,Dr. Harshil Bal,Diabetologist,Tier 2,T010,Kolkata,West Bengal,Pandya PLC Hospital,29,740,Phone,True
HCP0395,Dr. Ekta Rajan,Dermatologist,Tier 3,T011,Ahmedabad,Gujarat,Manne Group Hospital,16,296,Webinar,False
HCP0396,Dr. Frado Kibe,Cardiologist,Tier 3,T012,Jaipur,Rajasthan,"Verma, Gara and Rai Hospital",19,636,In-person,True
HCP0397,Dr. Liam Luthra,Gastroenterologist,Tier 1,T001,Pune,Maharashtra,Loyal-Tailor Hospital,15,681,Email,False
HCP0398,Dr. Dev Ganesh,Diabetologist,Tier 2,T002,Mumbai,Maharashtra,Majumdar-Sama Hospital,17,660,Webinar,False
HCP0399,Dr. Veda Bose,Neurologist,Tier 3,T003,Nashik,Maharashtra,Krishnamurthy-Koshy Hospital,10,889,In-person,False
HCP0400,Dr. Rohan Shankar,Cardiologist,Tier 1,T004,Nagpur,Maharashtra,Deshmukh LLC Hospital,16,157,Phone,False
HCP0401,Dr. Meghana Natarajan,Gastroenterologist,Tier 1,T005,Delhi,Delhi,"Rai, Narayan and Sarraf Hospital",19,882,Webinar,False
HCP0402,Dr. Qushi Deshpande,Pulmonologist,Tier 2,T006,Gurgaon,Haryana,Nagi-Iyer Hospital,26,522,Email,False
HCP0403,Dr. Dipta Goel,Diabetologist,Tier 3,T007,Bengaluru,Karnataka,Nagar-Manne Hospital,20,897,Email,True
HCP0404,Dr. Xavier Nanda,Diabetologist,Tier 2,T008,Hyderabad,Telangana,Mand-Ramaswamy Hospital,26,808,Email,False
HCP0405,Dr. Ishaan Iyengar,Gastroenterologist,Tier 2,T009,Chennai,Tamil Nadu,"Gole, Bala and Shenoy Hospital",7,85,Phone,False
HCP0406,Dr. Raksha Manne,Gastroenterologist,Tier 3,T010,Kolkata,West Bengal,"Biswas, Rege and Tata Hospital",8,215,In-person,True
HCP0407,Dr. Chavvi Khurana,Neurologist,Tier 2,T011,Ahmedabad,Gujarat,Dube-Sampath Hospital,34,497,In-person,True
HCP0408,Dr. Ethan Sen,Diabetologist,Tier 2,T012,Jaipur,Rajasthan,"Srinivas, Rattan and Warrior Hospital",7,691,Phone,False
HCP0409,Dr. Balhaar Parsa,Cardiologist,Tier 2,T001,Pune,Maharashtra,"Yadav, Chada and Chopra Hospital",26,877,In-person,True
HCP0410,Dr. Isha Ganesan,Orthopedic Surgeon,Tier 2,T002,Mumbai,Maharashtra,"Basu, Ratta and Narula Hospital",26,253,Email,False
HCP0411,Dr. Hitesh Anne,General Physician,Tier 2,T003,Nashik,Maharashtra,Kuruvilla and Sons Hospital,11,144,Email,False
HCP0412,Dr. Sanaya Prasad,General Physician,Tier 2,T004,Nagpur,Maharashtra,Sheth-Tella Hospital,32,881,In-person,False
HCP0413,Dr. Hemani Bakshi,General Physician,Tier 3,T005,Delhi,Delhi,Cheema-Merchant Hospital,33,688,Email,False
HCP0414,Dr. Frederick D’Alia,Diabetologist,Tier 1,T006,Gurgaon,Haryana,"Dhar, Pall and Muni Hospital",2,485,Phone,False
HCP0415,Dr. Tamanna Jhaveri,Gastroenterologist,Tier 2,T007,Bengaluru,Karnataka,"Subramanian, Pall and Soni Hospital",29,746,Email,False
HCP0416,Dr. Raksha Sethi,Gastroenterologist,Tier 3,T008,Hyderabad,Telangana,Bhavsar-Mital Hospital,14,570,Phone,True
HCP0417,Dr. Ishwar Bajaj,Neurologist,Tier 3,T009,Chennai,Tamil Nadu,Chopra-Gala Hospital,20,832,Webinar,True
HCP0418,Dr. Zaitra Ghosh,Gastroenterologist,Tier 2,T010,Kolkata,West Bengal,"Dutta, Narayanan and Sandhu Hospital",27,453,In-person,True
HCP0419,Dr. Vincent Ravel,Orthopedic Surgeon,Tier 3,T011,Ahmedabad,Gujarat,"Gour, Grewal and Sankaran Hospital",13,778,In-person,False
HCP0420,Dr. Ayush Hora,Pulmonologist,Tier 2,T012,Jaipur,Rajasthan,Sanghvi-Ramachandran Hospital,20,789,In-person,False
HCP0421,Dr. Tanish Jha,Oncologist,Tier 1,T001,Pune,Maharashtra,Bhatnagar-Chaudry Hospital,21,327,Phone,True
HCP0422,Dr. Jasmit Nanda,Neurologist,Tier 3,T002,Mumbai,Maharashtra,Shankar Inc Hospital,6,539,Webinar,False
HCP0423,Dr. Vrishti Wable,Dermatologist,Tier 2,T003,Nashik,Maharashtra,"Munshi, Rama and Ramanathan Hospital",28,636,In-person,False
HCP0424,Dr. Ijaya Pandey,Dermatologist,Tier 3,T004,Nagpur,Maharashtra,Gera-Mishra Hospital,7,191,Email,False
HCP0425,Dr. Krish Munshi,Endocrinologist,Tier 3,T005,Delhi,Delhi,Khare LLC Hospital,4,656,Webinar,False
HCP0426,Dr. Qadim Prakash,Neurologist,Tier 1,T006,Gurgaon,Haryana,"Dhaliwal, Vaidya and Rama Hospital",8,344,Email,True
HCP0427,Dr. Lakshit Rajagopal,Oncologist,Tier 2,T007,Bengaluru,Karnataka,Grewal-Sur Hospital,31,870,Email,False
HCP0428,Dr. Ojas Suri,Cardiologist,Tier 2,T008,Hyderabad,Telangana,Dey-Grover Hospital,20,505,In-person,True
HCP0429,Dr. Shravya Bera,Endocrinologist,Tier 2,T009,Chennai,Tamil Nadu,Andra-Sundaram Hospital,23,546,Email,False
HCP0430,Dr. Robert Rajagopalan,Gastroenterologist,Tier 2,T010,Kolkata,West Bengal,"Tiwari, Talwar and Rege Hospital",30,819,Webinar,False
HCP0431,Dr. Ojasvi Sawhney,Diabetologist,Tier 2,T011,Ahmedabad,Gujarat,Ganesh-Butala Hospital,9,103,Phone,True
HCP0432,Dr. Thomas Master,Endocrinologist,Tier 3,T012,Jaipur,Rajasthan,Maharaj and Sons Hospital,17,608,Email,True
HCP0433,Dr. Om Shankar,Gastroenterologist,Tier 3,T001,Pune,Maharashtra,"Tandon, Vaidya and Chowdhury Hospital",31,317,Webinar,True
HCP0434,Dr. Amrita Peri,Endocrinologist,Tier 3,T002,Mumbai,Maharashtra,"Barman, Sastry and Kamdar Hospital",29,485,In-person,True
HCP0435,Dr. Harsh Kota,Oncologist,Tier 3,T003,Nashik,Maharashtra,Bali-Sengupta Hospital,26,84,Email,True
HCP0436,Dr. Ijaya Chahal,General Physician,Tier 3,T004,Nagpur,Maharashtra,Dalal-Khalsa Hospital,6,671,In-person,True
HCP0437,Dr. Indali Sangha,Gastroenterologist,Tier 2,T005,Delhi,Delhi,Dewan and Sons Hospital,31,196,Phone,False
HCP0438,Dr. Daniel Panchal,Dermatologist,Tier 3,T006,Gurgaon,Haryana,"Mand, Yohannan and Ganguly Hospital",22,691,Webinar,False
HCP0439,Dr. Brinda Mann,Orthopedic Surgeon,Tier 1,T007,Bengaluru,Karnataka,"Loke, Varkey and Chandran Hospital",24,548,Email,False
HCP0440,Dr. Nisha Bhargava,Orthopedic Surgeon,Tier 3,T008,Hyderabad,Telangana,Date-Deo Hospital,10,400,In-person,True
HCP0441,Dr. Madhav Nagy,General Physician,Tier 1,T009,Chennai,Tamil Nadu,Ramaswamy Group Hospital,25,790,Email,False
HCP0442,Dr. Amruta Sachdeva,Neurologist,Tier 3,T010,Kolkata,West Bengal,Seth-Borra Hospital,26,513,Email,False
HCP0443,Dr. Neha Varma,Dermatologist,Tier 3,T011,Ahmedabad,Gujarat,"Mall, Pillay and Sha Hospital",13,648,Email,False
HCP0444,Dr. Falak Agate,General Physician,Tier 1,T012,Jaipur,Rajasthan,"Chander, Shanker and Parmar Hospital",22,541,In-person,False
HCP0445,Dr. Mitali Kamdar,Cardiologist,Tier 2,T001,Pune,Maharashtra,Kakar-Talwar Hospital,14,473,Webinar,False
HCP0446,Dr. Ekantika Mander,Oncologist,Tier 2,T002,Mumbai,Maharashtra,De-Sundaram Hospital,30,580,Email,True
HCP0447,Dr. Chanakya Batra,Orthopedic Surgeon,Tier 1,T003,Nashik,Maharashtra,Sharaf Inc Hospital,16,379,In-person,False
HCP0448,Dr. Nakul Sastry,Pulmonologist,Tier 2,T004,Nagpur,Maharashtra,Acharya-Sangha Hospital,12,879,Webinar,False
HCP0449,Dr. Kevin Mittal,Dermatologist,Tier 2,T005,Delhi,Delhi,Mahal Inc Hospital,9,354,Phone,True
HCP0450,Dr. Zashil Butala,Oncologist,Tier 2,T006,Gurgaon,Haryana,Gandhi-Ben Hospital,29,184,Email,False
HCP0451,Dr. Dalaja Kaur,Cardiologist,Tier 2,T007,Bengaluru,Karnataka,Chand-Chandran Hospital,24,169,Webinar,True
HCP0452,Dr. Tanay Sood,Pulmonologist,Tier 2,T008,Hyderabad,Telangana,Deo PLC Hospital,24,807,Webinar,True
HCP0453,Dr. Zilmil Saxena,Orthopedic Surgeon,Tier 1,T009,Chennai,Tamil Nadu,Anand Ltd Hospital,15,291,In-person,False
HCP0454,Dr. Jai Sami,Dermatologist,Tier 2,T010,Kolkata,West Bengal,"Deo, Sridhar and Bobal Hospital",12,411,Phone,False
HCP0455,Dr. Leela Chakraborty,Orthopedic Surgeon,Tier 2,T011,Ahmedabad,Gujarat,"Chaudry, Chauhan and Munshi Hospital",34,775,In-person,True
HCP0456,Dr. Chandani Devan,Neurologist,Tier 3,T012,Jaipur,Rajasthan,Deol-Dhar Hospital,19,751,Email,True
HCP0457,Dr. Abhiram Gala,Pulmonologist,Tier 1,T001,Pune,Maharashtra,Panchal-Kala Hospital,22,333,Webinar,False
HCP0458,Dr. Nisha Savant,Endocrinologist,Tier 3,T002,Mumbai,Maharashtra,Chadha Inc Hospital,19,722,Webinar,False
HCP0459,Dr. Jatin Rajagopalan,Oncologist,Tier 1,T003,Nashik,Maharashtra,Sanghvi-Murty Hospital,7,492,Phone,False
HCP0460,Dr. Yug Malhotra,Oncologist,Tier 3,T004,Nagpur,Maharashtra,"Chad, Kothari and Mane Hospital",22,675,In-person,True
HCP0461,Dr. Charvi Jha,Oncologist,Tier 3,T005,Delhi,Delhi,"Upadhyay, Gulati and Ramanathan Hospital",24,144,Webinar,True
HCP0462,Dr. Chatura Khatri,Neurologist,Tier 3,T006,Gurgaon,Haryana,Raju-Chowdhury Hospital,33,354,Phone,False
HCP0463,Dr. Xalak Bobal,Gastroenterologist,Tier 2,T007,Bengaluru,Karnataka,"Arora, Patel and Nadig Hospital",10,659,Webinar,False
HCP0464,Dr. Lila Salvi,Cardiologist,Tier 1,T008,Hyderabad,Telangana,Gera-Sinha Hospital,31,96,In-person,True
HCP0465,Dr. Anay Bir,Oncologist,Tier 2,T009,Chennai,Tamil Nadu,Lala and Sons Hospital,29,287,Email,False
HCP0466,Dr. Darpan Rao,Endocrinologist,Tier 3,T010,Kolkata,West Bengal,"Mangat, Thaker and Sagar Hospital",19,175,Phone,False
HCP0467,Dr. Neelima Butala,Diabetologist,Tier 2,T011,Ahmedabad,Gujarat,"Yadav, Yogi and Dua Hospital",12,133,Webinar,False
HCP0468,Dr. Fiyaz Mukherjee,Pulmonologist,Tier 2,T012,Jaipur,Rajasthan,Vaidya and Sons Hospital,7,800,In-person,True
HCP0469,Dr. Eta Raman,Pulmonologist,Tier 2,T001,Pune,Maharashtra,"Bhatti, Mukherjee and Sarkar Hospital",10,687,Email,False
HCP0470,Dr. Dalbir Konda,Cardiologist,Tier 1,T002,Mumbai,Maharashtra,Saraf Inc Hospital,23,203,Webinar,True
HCP0471,Dr. Christopher More,Oncologist,Tier 1,T003,Nashik,Maharashtra,"Gill, Dar and Arora Hospital",26,171,In-person,True
HCP0472,Dr. Advay Gade,Gastroenterologist,Tier 2,T004,Nagpur,Maharashtra,Palan-Virk Hospital,21,220,Webinar,True
HCP0473,Dr. Ojas Prabhu,Endocrinologist,Tier 1,T005,Delhi,Delhi,Luthra Ltd Hospital,2,704,Email,False
HCP0474,Dr. Ayushman Nayak,Gastroenterologist,Tier 3,T006,Gurgaon,Haryana,Magar-Viswanathan Hospital,11,501,Webinar,True
HCP0475,Dr. Adya Bose,Diabetologist,Tier 3,T007,Bengaluru,Karnataka,Shah-Vaidya Hospital,10,850,In-person,False
HCP0476,Dr. Christopher Tata,Gastroenterologist,Tier 3,T008,Hyderabad,Telangana,"Ganesan, Pillai and Dugar Hospital",22,890,Email,True
HCP0477,Dr. Harshil D’Alia,General Physician,Tier 3,T009,Chennai,Tamil Nadu,Upadhyay Inc Hospital,17,646,Phone,True
HCP0478,Dr. Advik Konda,General Physician,Tier 2,T010,Kolkata,West Bengal,Sodhi LLC Hospital,34,273,Webinar,False
HCP0479,Dr. Mason Gola,Cardiologist,Tier 3,T011,Ahmedabad,Gujarat,Saini and Sons Hospital,17,586,Webinar,True
HCP0480,Dr. Yuvraj Saha,Pulmonologist,Tier 2,T012,Jaipur,Rajasthan,"Nagarajan, Madan and Brahmbhatt Hospital",6,620,In-person,False
HCP0481,Dr. Jagdish Thakkar,Gastroenterologist,Tier 1,T001,Pune,Maharashtra,"Ben, Gola and Kapoor Hospital",28,454,Email,False
HCP0482,Dr. Nandini Biswas,Diabetologist,Tier 1,T002,Mumbai,Maharashtra,Mandal-Mukhopadhyay Hospital,6,94,Phone,True
HCP0483,Dr. Gabriel Shan,Cardiologist,Tier 3,T003,Nashik,Maharashtra,Pillay and Sons Hospital,27,598,Phone,False
HCP0484,Dr. Daksha Kibe,Neurologist,Tier 3,T004,Nagpur,Maharashtra,Pillay-Tak Hospital,7,735,Email,False
HCP0485,Dr. Yatan Dora,Diabetologist,Tier 2,T005,Delhi,Delhi,Rout Inc Hospital,34,288,Email,False
HCP0486,Dr. Hiral Andra,Neurologist,Tier 3,T006,Gurgaon,Haryana,Agarwal-Puri Hospital,6,397,Webinar,True
HCP0487,Dr. Hemang Jha,Cardiologist,Tier 2,T007,Bengaluru,Karnataka,"Khanna, Saini and Swamy Hospital",29,198,Webinar,True
HCP0488,Dr. Lucky Mammen,General Physician,Tier 3,T008,Hyderabad,Telangana,Bassi and Sons Hospital,13,202,In-person,True
HCP0489,Dr. Kashish Shanker,Cardiologist,Tier 1,T009,Chennai,Tamil Nadu,"Chad, Chandran and Tiwari Hospital",24,615,Phone,True
HCP0490,Dr. Meera Borde,Gastroenterologist,Tier 1,T010,Kolkata,West Bengal,"Bhatia, Saran and De Hospital",19,830,In-person,True
HCP0491,Dr. Bishakha Lal,Gastroenterologist,Tier 3,T011,Ahmedabad,Gujarat,Ramaswamy-Narain Hospital,19,616,In-person,False
HCP0492,Dr. Sneha Magar,Orthopedic Surgeon,Tier 3,T012,Jaipur,Rajasthan,Borde and Sons Hospital,33,546,Phone,True
HCP0493,Dr. Ikbal Dugal,Oncologist,Tier 3,T001,Pune,Maharashtra,Gala Group Hospital,12,456,Email,False
HCP0494,Dr. Dipta Ray,Diabetologist,Tier 3,T002,Mumbai,Maharashtra,Wason LLC Hospital,9,313,In-person,True
HCP0495,Dr. Siya Morar,Cardiologist,Tier 2,T003,Nashik,Maharashtra,Lanka-Dar Hospital,32,452,Webinar,True
HCP0496,Dr. Nakul Modi,Endocrinologist,Tier 3,T004,Nagpur,Maharashtra,"Baria, Kale and Narang Hospital",4,646,Webinar,True
HCP0497,Dr. Gavin Kothari,Gastroenterologist,Tier 2,T005,Delhi,Delhi,Randhawa-Varghese Hospital,22,357,In-person,False
HCP0498,Dr. Chandani Lad,Diabetologist,Tier 2,T006,Gurgaon,Haryana,Balasubramanian Group Hospital,5,263,Email,True
HCP0499,Dr. Zaid Chandra,Neurologist,Tier 1,T007,Bengaluru,Karnataka,Chaudry-Dey Hospital,31,369,Phone,False
HCP0500,Dr. Advik Bhatia,Diabetologist,Tier 3,T008,Hyderabad,Telangana,De and Sons Hospital,2,457,Email,False
