hcp_id,hcp_name,territory_id,territory_name,hcp_tier,total_net_sales,total_calls,avg_engagement_score,days_since_last_call,segment_label,risk_level,risk_score,prioritization_score,recommended_action
HCP0344,Dr. Osha Prasad,T008,Hyderabad Central,Tier 3,1625582.69,29,50.07,3,Low Engagement,Medium Risk,44.5,26.4,Monitor low engagement
HCP0345,Dr. Faris Zacharia,T009,Chennai Metro,Tier 3,2653232.44,36,50.28,19,Low Engagement,Medium Risk,42.0,52.4,Monitor low engagement
HCP0346,Dr. Maya Wadhwa,T010,Kolkata East,Tier 3,3008522.83,34,48.94,24,Low Engagement,Medium Risk,45.8,54.9,Monitor low engagement
HCP0347,Dr. Chanchal Sheth,T011,Ahmedabad Gujarat,Tier 3,3871722.02,25,54.08,4,Low Engagement,Low Risk,33.3,52.3,Monitor low engagement
HCP0348,Dr. Yug Sharma,T012,Jaipur Rajasthan,Tier 3,2990638.19,40,55.3,12,Low Engagement,Medium Risk,29.4,57.2,Monitor low engagement
HCP0349,Dr. Isaiah Balay,T001,Pune Central,Tier 3,2225995.4,46,54.8,12,Low Engagement,Medium Risk,29.4,49.8,Monitor low engagement
HCP0350,Dr. Ekalinga Chaudhuri,T002,Mumbai Metro,Tier 2,2523383.52,53,53.34,11,High Value,Medium Risk,27.1,59.9,Maintain engagement
HCP0351,Dr. Chaitanya Ratti,T003,Nashik North,Tier 2,2932220.06,36,44.31,1,Low Engagement,Low Risk,41.2,26.3,Monitor low engagement
HCP0352,Dr. Daksh Dey,T004,Nagpur Vidarbha,Tier 2,2409006.54,58,54.81,0,High Value,Low Risk,21.3,45.2,Maintain engagement
HCP0353,Dr. Warjas Mittal,T005,Delhi NCR,Tier 3,1485738.34,32,50.34,70,Growth Potential,Low Risk,68.1,54.2,Review growth opportunity
HCP0354,Dr. Charita Maharaj,T006,Gurgaon Corporate,Tier 1,3600443.72,38,51.08,42,Growth Potential,Low Risk,44.9,71.4,Review growth opportunity
HCP0355,Dr. Warhi Batta,T007,Bengaluru Urban,Tier 3,2226410.36,28,50.46,4,Low Engagement,Low Risk,42.5,34.1,Monitor low engagement
HCP0356,Dr. Omaja Rege,T008,Hyderabad Central,Tier 3,1847875.88,36,55.5,1,Low Engagement,Low Risk,32.6,32.6,Monitor low engagement
HCP0357,Dr. Urvashi Khosla,T009,Chennai Metro,Tier 2,1279535.13,34,52.06,19,Low Engagement,Medium Risk,46.8,43.0,Monitor low engagement
HCP0358,Dr. Ubika Bhardwaj,T010,Kolkata East,Tier 3,1130153.47,38,55.34,8,Low Engagement,Low Risk,36.1,37.7,Monitor low engagement
HCP0359,Dr. Lipika Kibe,T011,Ahmedabad Gujarat,Tier 3,1787357.06,33,54.91,2,Low Engagement,Low Risk,36.0,33.0,Monitor low engagement
HCP0360,Dr. Shivani Prabhakar,T012,Jaipur Rajasthan,Tier 2,5592199.07,34,52.35,2,Low Engagement,Low Risk,28.1,53.3,Monitor low engagement
HCP0361,Dr. Charan Loyal,T001,Pune Central,Tier 1,5278849.84,45,47.02,12,High Value,Medium Risk,30.6,66.7,Monitor low engagement
HCP0362,Dr. Teerth Srinivas,T002,Mumbai Metro,Tier 1,9508110.38,53,51.34,0,High Value,Low Risk,16.3,62.5,Maintain engagement
HCP0363,Dr. Siddharth Gupta,T003,Nashik North,Tier 2,2792685.88,35,53.83,3,Low Engagement,Low Risk,32.4,42.3,Monitor low engagement
HCP0364,Dr. Mekhala Khatri,T004,Nagpur Vidarbha,Tier 2,4235090.86,52,54.94,21,High Value,Low Risk,24.1,81.6,Schedule follow-up call
HCP0365,Dr. Jagrati Morar,T005,Delhi NCR,Tier 2,5609126.07,20,45.25,9,Low Engagement,Medium Risk,42.5,53.0,Monitor low engagement
HCP0366,Dr. Unnati Chaudhari,T006,Gurgaon Corporate,Tier 2,2730150.84,32,45.53,14,Low Engagement,Medium Risk,47.9,42.9,Monitor low engagement
HCP0367,Dr. Dhriti Sachdev,T007,Bengaluru Urban,Tier 3,1317337.06,35,49.57,42,Growth Potential,Medium Risk,57.3,49.6,Maintain engagement
HCP0368,Dr. Amol Lal,T008,Hyderabad Central,Tier 1,2945915.53,38,48.03,23,Low Engagement,Medium Risk,43.5,52.6,Monitor low engagement
HCP0369,Dr. Forum Karpe,T009,Chennai Metro,Tier 2,4080523.6,37,64.92,4,Low Engagement,Low Risk,14.7,57.7,Monitor low engagement
HCP0370,Dr. Aarini Suresh,T010,Kolkata East,Tier 3,891919.61,42,58.38,41,Growth Potential,Low Risk,42.7,57.4,Review growth opportunity
HCP0371,Dr. Omkaar Dey,T011,Ahmedabad Gujarat,Tier 2,5147838.0,39,44.62,52,Growth Potential,High Risk,52.1,70.4,Schedule follow-up call
HCP0372,Dr. Falan Bava,T012,Jaipur Rajasthan,Tier 3,4184470.1,29,46.31,20,Low Engagement,High Risk,46.5,57.7,Schedule follow-up call
HCP0373,Dr. Ekansh Dora,T001,Pune Central,Tier 3,1942820.38,50,55.04,1,High Value,Low Risk,24.8,42.8,Maintain engagement
HCP0374,Dr. Kashvi Bhasin,T002,Mumbai Metro,Tier 3,4805869.19,41,49.41,9,High Value,Medium Risk,29.8,65.9,Maintain engagement
HCP0375,Dr. Nisha Arora,T003,Nashik North,Tier 3,4461124.07,53,55.04,20,High Value,Low Risk,22.9,82.3,Schedule follow-up call
HCP0376,Dr. Bhavini Badal,T004,Nagpur Vidarbha,Tier 3,1651680.28,37,53.7,17,Low Engagement,Medium Risk,40.5,46.8,Monitor low engagement
HCP0377,Dr. Manthan Khosla,T005,Delhi NCR,Tier 2,2291425.74,38,56.24,2,Low Engagement,Low Risk,28.6,39.1,Monitor low engagement
HCP0378,Dr. Amara Ranganathan,T006,Gurgaon Corporate,Tier 3,2680889.14,37,43.7,15,Low Engagement,Medium Risk,47.0,41.4,Monitor low engagement
HCP0379,Dr. Yagnesh Kara,T007,Bengaluru Urban,Tier 2,4269574.79,39,49.64,9,Low Engagement,Medium Risk,31.6,54.6,Monitor low engagement
HCP0380,Dr. Nidra Raghavan,T008,Hyderabad Central,Tier 2,3323499.34,42,46.81,3,Low Engagement,Low Risk,33.2,35.8,Monitor low engagement
HCP0381,Dr. Onveer Butala,T009,Chennai Metro,Tier 2,4457217.38,38,55.92,42,Growth Potential,Low Risk,37.4,82.8,Review growth opportunity
HCP0382,Dr. Brijesh Karpe,T010,Kolkata East,Tier 3,2241281.07,38,54.05,17,Low Engagement,Medium Risk,36.9,52.6,Monitor low engagement
HCP0383,Dr. Falan Mand,T011,Ahmedabad Gujarat,Tier 1,3475620.91,40,54.9,17,Low Engagement,Medium Risk,30.1,63.6,Monitor low engagement
HCP0384,Dr. Sarthak Dhawan,T012,Jaipur Rajasthan,Tier 3,2048780.13,30,44.77,19,Low Engagement,Medium Risk,54.3,38.8,Monitor low engagement
HCP0385,Dr. Wridesh Ramachandran,T001,Pune Central,Tier 3,2319237.74,39,48.08,2,Low Engagement,Medium Risk,36.9,27.8,Monitor low engagement
HCP0386,Dr. Farhan Tella,T002,Mumbai Metro,Tier 2,5167862.69,45,45.31,0,High Value,Low Risk,28.2,48.3,Maintain engagement
HCP0387,Dr. Vincent Borra,T003,Nashik North,Tier 1,4220927.48,39,50.15,13,Low Engagement,Medium Risk,32.7,59.1,Monitor low engagement
HCP0388,Dr. Anjali Seshadri,T004,Nagpur Vidarbha,Tier 3,4281573.19,59,51.44,2,High Value,Low Risk,19.9,58.0,Maintain engagement
HCP0389,Dr. Rachana Grewal,T005,Delhi NCR,Tier 3,1592783.79,41,45.83,6,Low Engagement,Low Risk,42.5,24.9,Monitor low engagement
HCP0390,Dr. Ethan Butala,T006,Gurgaon Corporate,Tier 2,2553476.37,31,39.23,6,Low Engagement,Low Risk,53.0,30.5,Monitor low engagement
HCP0391,Dr. Lopa Nadig,T007,Bengaluru Urban,Tier 3,2286638.79,33,53.52,19,Low Engagement,Medium Risk,41.8,53.9,Monitor low engagement
HCP0392,Dr. Darika Saxena,T008,Hyderabad Central,Tier 3,1311122.83,27,39.74,13,Low Engagement,Medium Risk,61.7,26.4,Monitor low engagement
HCP0393,Dr. Gagan Grover,T009,Chennai Metro,Tier 2,1378141.95,37,55.0,2,Low Engagement,Low Risk,34.4,29.8,Monitor low engagement
HCP0394,Dr. Harshil Bal,T010,Kolkata East,Tier 2,3422445.82,37,51.03,35,Growth Potential,Low Risk,43.9,68.8,Review growth opportunity
HCP0395,Dr. Ekta Rajan,T011,Ahmedabad Gujarat,Tier 3,3809248.34,28,53.07,0,Low Engagement,Low Risk,32.7,43.6,Monitor low engagement
HCP0396,Dr. Frado Kibe,T012,Jaipur Rajasthan,Tier 3,1332846.22,41,43.34,16,Low Engagement,Medium Risk,49.9,29.7,Monitor low engagement
HCP0397,Dr. Liam Luthra,T001,Pune Central,Tier 1,8689602.92,46,40.78,10,High Value,Medium Risk,34.4,65.4,Monitor low engagement
HCP0398,Dr. Dev Ganesh,T002,Mumbai Metro,Tier 2,3029339.13,45,45.82,5,High Value,Low Risk,34.5,45.8,Maintain engagement
HCP0399,Dr. Veda Bose,T003,Nashik North,Tier 3,1667548.57,40,54.38,3,Low Engagement,Low Risk,31.9,33.2,Monitor low engagement
HCP0400,Dr. Rohan Shankar,T004,Nagpur Vidarbha,Tier 1,3580259.65,51,55.47,8,High Value,Low Risk,20.7,68.0,Maintain engagement
HCP0401,Dr. Meghana Natarajan,T005,Delhi NCR,Tier 1,5150289.44,41,44.8,44,Growth Potential,High Risk,47.5,69.9,Schedule follow-up call
HCP0402,Dr. Qushi Deshpande,T006,Gurgaon Corporate,Tier 2,8185711.95,32,41.28,14,High Value,Medium Risk,44.7,68.8,Monitor low engagement
HCP0403,Dr. Dipta Goel,T007,Bengaluru Urban,Tier 3,1010895.7,30,54.13,5,Low Engagement,Low Risk,41.9,31.3,Monitor low engagement
HCP0404,Dr. Xavier Nanda,T008,Hyderabad Central,Tier 2,2352284.73,32,47.09,4,Low Engagement,Low Risk,43.8,29.6,Monitor low engagement
HCP0405,Dr. Ishaan Iyengar,T009,Chennai Metro,Tier 2,3225931.14,32,60.78,19,Low Engagement,Medium Risk,30.9,66.2,Monitor low engagement
HCP0406,Dr. Raksha Manne,T010,Kolkata East,Tier 3,1876117.72,36,48.69,18,Low Engagement,Medium Risk,46.5,41.6,Monitor low engagement
HCP0407,Dr. Chavvi Khurana,T011,Ahmedabad Gujarat,Tier 2,1164856.25,43,46.02,0,Low Engagement,Low Risk,40.0,11.5,Monitor low engagement
HCP0408,Dr. Ethan Sen,T012,Jaipur Rajasthan,Tier 2,1952102.47,31,54.81,0,Low Engagement,Low Risk,35.7,30.5,Monitor low engagement
HCP0409,Dr. Balhaar Parsa,T001,Pune Central,Tier 2,3319059.62,37,55.0,35,Growth Potential,Low Risk,39.7,74.0,Review growth opportunity
HCP0410,Dr. Isha Ganesan,T002,Mumbai Metro,Tier 2,2209122.02,51,60.51,4,High Value,Low Risk,18.2,53.1,Maintain engagement
HCP0411,Dr. Hitesh Anne,T003,Nashik North,Tier 2,2668199.45,49,52.39,2,High Value,Low Risk,25.5,48.0,Maintain engagement
HCP0412,Dr. Sanaya Prasad,T004,Nagpur Vidarbha,Tier 2,3715906.49,52,48.79,8,High Value,Medium Risk,27.4,59.1,Maintain engagement
HCP0413,Dr. Hemani Bakshi,T005,Delhi NCR,Tier 3,1360597.36,46,51.5,2,Low Engagement,Low Risk,32.7,24.7,Monitor low engagement
HCP0414,Dr. Frederick D’Alia,T006,Gurgaon Corporate,Tier 1,4030380.4,28,38.36,46,Growth Potential,High Risk,66.1,63.1,Schedule follow-up call
HCP0415,Dr. Tamanna Jhaveri,T007,Bengaluru Urban,Tier 2,3246716.68,40,48.0,1,Low Engagement,Medium Risk,32.6,33.1,Monitor low engagement
HCP0416,Dr. Raksha Sethi,T008,Hyderabad Central,Tier 3,2330987.93,34,62.76,5,Low Engagement,Low Risk,25.4,46.6,Monitor low engagement
HCP0417,Dr. Ishwar Bajaj,T009,Chennai Metro,Tier 3,1260408.26,37,53.19,13,Low Engagement,Medium Risk,41.0,39.9,Monitor low engagement
HCP0418,Dr. Zaitra Ghosh,T010,Kolkata East,Tier 2,4047353.1,30,53.97,18,Low Engagement,Medium Risk,36.8,66.8,Monitor low engagement
HCP0419,Dr. Vincent Ravel,T011,Ahmedabad Gujarat,Tier 3,1820801.59,39,49.38,28,Growth Potential,Medium Risk,47.2,51.3,Maintain engagement
HCP0420,Dr. Ayush Hora,T012,Jaipur Rajasthan,Tier 2,5287059.6,43,55.02,2,High Value,Low Risk,18.6,66.1,Maintain engagement
HCP0421,Dr. Tanish Jha,T001,Pune Central,Tier 1,10166737.96,46,45.52,2,High Value,Low Risk,25.8,57.6,Maintain engagement
HCP0422,Dr. Jasmit Nanda,T002,Mumbai Metro,Tier 3,1275695.8,36,59.86,3,Low Engagement,Low Risk,30.5,33.1,Monitor low engagement
HCP0423,Dr. Vrishti Wable,T003,Nashik North,Tier 2,6748139.05,46,47.78,16,High Value,Medium Risk,29.7,73.2,Maintain engagement
HCP0424,Dr. Ijaya Pandey,T004,Nagpur Vidarbha,Tier 3,3973893.33,46,49.2,8,High Value,Medium Risk,28.5,61.0,Maintain engagement
HCP0425,Dr. Krish Munshi,T005,Delhi NCR,Tier 3,929498.45,38,54.34,11,Low Engagement,Medium Risk,38.8,38.3,Monitor low engagement
HCP0426,Dr. Qadim Prakash,T006,Gurgaon Corporate,Tier 1,2316667.38,46,51.8,13,Low Engagement,Medium Risk,32.7,47.9,Monitor low engagement
HCP0427,Dr. Lakshit Rajagopal,T007,Bengaluru Urban,Tier 2,4638762.68,31,47.23,5,Low Engagement,Low Risk,37.9,47.0,Monitor low engagement
HCP0428,Dr. Ojas Suri,T008,Hyderabad Central,Tier 2,2277345.84,34,45.59,5,Low Engagement,Low Risk,44.9,29.5,Monitor low engagement
HCP0429,Dr. Shravya Bera,T009,Chennai Metro,Tier 2,3136951.1,34,43.76,12,Low Engagement,Medium Risk,46.7,42.5,Monitor low engagement
HCP0430,Dr. Robert Rajagopalan,T010,Kolkata East,Tier 2,3622679.64,48,53.56,31,Growth Potential,Low Risk,32.2,73.9,Review growth opportunity
HCP0431,Dr. Ojasvi Sawhney,T011,Ahmedabad Gujarat,Tier 2,2724294.52,39,49.13,2,Low Engagement,Medium Risk,34.2,32.7,Monitor low engagement
HCP0432,Dr. Thomas Master,T012,Jaipur Rajasthan,Tier 3,2106343.39,38,42.53,12,Low Engagement,Medium Risk,48.8,32.9,Monitor low engagement
HCP0433,Dr. Om Shankar,T001,Pune Central,Tier 3,3442085.68,58,50.45,8,High Value,Low Risk,25.8,59.6,Maintain engagement
HCP0434,Dr. Amrita Peri,T002,Mumbai Metro,Tier 3,1376896.47,60,54.25,7,High Value,Low Risk,28.4,46.6,Maintain engagement
HCP0435,Dr. Harsh Kota,T003,Nashik North,Tier 3,4940116.67,45,49.93,8,High Value,Medium Risk,26.4,66.1,Maintain engagement
HCP0436,Dr. Ijaya Chahal,T004,Nagpur Vidarbha,Tier 3,1902497.51,52,53.38,9,High Value,Medium Risk,29.2,52.0,Maintain engagement
HCP0437,Dr. Indali Sangha,T005,Delhi NCR,Tier 2,1532162.74,37,41.81,7,Low Engagement,Low Risk,50.6,22.6,Monitor low engagement
HCP0438,Dr. Daniel Panchal,T006,Gurgaon Corporate,Tier 3,3038550.22,33,50.06,5,Low Engagement,Medium Risk,37.9,42.0,Monitor low engagement
HCP0439,Dr. Brinda Mann,T007,Bengaluru Urban,Tier 1,2181436.0,40,52.88,0,Low Engagement,Low Risk,30.5,30.4,Monitor low engagement
HCP0440,Dr. Nisha Bhargava,T008,Hyderabad Central,Tier 3,966033.11,28,57.5,15,Low Engagement,Medium Risk,43.0,44.3,Monitor low engagement
HCP0441,Dr. Madhav Nagy,T009,Chennai Metro,Tier 1,3569698.13,41,53.63,21,Low Engagement,Low Risk,32.1,65.4,Monitor low engagement
HCP0442,Dr. Amruta Sachdeva,T010,Kolkata East,Tier 3,1103672.23,41,51.29,1,Low Engagement,Low Risk,35.9,20.8,Monitor low engagement
HCP0443,Dr. Neha Varma,T011,Ahmedabad Gujarat,Tier 3,3181870.53,30,47.8,25,Low Engagement,Medium Risk,48.9,54.8,Monitor low engagement
HCP0444,Dr. Falak Agate,T012,Jaipur Rajasthan,Tier 1,3665619.1,32,61.38,7,Low Engagement,Low Risk,24.3,59.8,Monitor low engagement
HCP0445,Dr. Mitali Kamdar,T001,Pune Central,Tier 2,2176368.29,42,49.69,1,Low Engagement,Medium Risk,33.3,26.8,Monitor low engagement
HCP0446,Dr. Ekantika Mander,T002,Mumbai Metro,Tier 2,4564839.39,39,43.46,19,Low Engagement,Medium Risk,41.9,56.2,Monitor low engagement
HCP0447,Dr. Chanakya Batra,T003,Nashik North,Tier 1,5161518.97,39,55.28,0,High Value,Low Risk,20.5,62.7,Maintain engagement
HCP0448,Dr. Nakul Sastry,T004,Nagpur Vidarbha,Tier 2,6545386.67,38,46.32,26,High Value,High Risk,40.1,76.6,Schedule follow-up call
HCP0449,Dr. Kevin Mittal,T005,Delhi NCR,Tier 2,3268356.08,32,47.69,20,Low Engagement,Medium Risk,46.0,53.2,Monitor low engagement
HCP0450,Dr. Zashil Butala,T006,Gurgaon Corporate,Tier 2,4118805.99,23,62.0,66,Growth Potential,Low Risk,47.1,84.7,Review growth opportunity
HCP0451,Dr. Dalaja Kaur,T007,Bengaluru Urban,Tier 2,4238849.7,40,57.9,56,Growth Potential,Low Risk,39.1,84.1,Review growth opportunity
HCP0452,Dr. Tanay Sood,T008,Hyderabad Central,Tier 2,5131006.32,34,52.24,5,Low Engagement,Low Risk,30.0,56.8,Monitor low engagement
HCP0453,Dr. Zilmil Saxena,T009,Chennai Metro,Tier 1,6358716.75,42,52.29,35,Growth Potential,Low Risk,34.0,82.2,Review growth opportunity
HCP0454,Dr. Jai Sami,T010,Kolkata East,Tier 2,2926233.98,43,50.77,10,Low Engagement,Medium Risk,32.0,48.2,Monitor low engagement
HCP0455,Dr. Leela Chakraborty,T011,Ahmedabad Gujarat,Tier 2,3271734.85,45,42.93,9,High Value,Medium Risk,38.5,50.4,Monitor low engagement
HCP0456,Dr. Chandani Devan,T012,Jaipur Rajasthan,Tier 3,1373972.49,31,42.65,3,Low Engagement,Low Risk,52.7,15.6,Monitor low engagement
HCP0457,Dr. Abhiram Gala,T001,Pune Central,Tier 1,12096063.11,48,55.1,0,High Value,Low Risk,13.4,68.2,Maintain engagement
HCP0458,Dr. Nisha Savant,T002,Mumbai Metro,Tier 3,2715422.27,47,57.15,13,High Value,Medium Risk,24.8,66.9,Maintain engagement
HCP0459,Dr. Jatin Rajagopalan,T003,Nashik North,Tier 1,8549632.6,48,48.81,10,High Value,Medium Risk,24.6,72.4,Maintain engagement
HCP0460,Dr. Yug Malhotra,T004,Nagpur Vidarbha,Tier 3,4095438.55,34,51.24,0,Low Engagement,Low Risk,30.9,42.5,Monitor low engagement
HCP0461,Dr. Charvi Jha,T005,Delhi NCR,Tier 3,3365623.92,37,45.38,15,Low Engagement,Medium Risk,42.9,48.1,Monitor low engagement
HCP0462,Dr. Chatura Khatri,T006,Gurgaon Corporate,Tier 3,903766.78,36,47.03,18,Low Engagement,Medium Risk,51.4,31.9,Monitor low engagement
HCP0463,Dr. Xalak Bobal,T007,Bengaluru Urban,Tier 2,2541575.66,39,43.77,5,Low Engagement,Low Risk,42.0,30.2,Monitor low engagement
HCP0464,Dr. Lila Salvi,T008,Hyderabad Central,Tier 1,4187087.5,48,53.98,1,High Value,Low Risk,19.2,58.6,Maintain engagement
HCP0465,Dr. Anay Bir,T009,Chennai Metro,Tier 2,3086548.8,42,54.9,1,Low Engagement,Low Risk,24.1,42.5,Monitor low engagement
HCP0466,Dr. Darpan Rao,T010,Kolkata East,Tier 3,1960349.49,40,50.42,2,Low Engagement,Low Risk,35.0,28.0,Monitor low engagement
HCP0467,Dr. Neelima Butala,T011,Ahmedabad Gujarat,Tier 2,3484469.38,40,53.2,17,Low Engagement,Medium Risk,32.0,61.2,Monitor low engagement
HCP0468,Dr. Fiyaz Mukherjee,T012,Jaipur Rajasthan,Tier 2,5586751.51,42,54.64,8,High Value,Low Risk,21.8,75.2,Maintain engagement
HCP0469,Dr. Eta Raman,T001,Pune Central,Tier 2,9584295.01,33,54.48,7,High Value,Low Risk,26.3,78.4,Maintain engagement
HCP0470,Dr. Dalbir Konda,T002,Mumbai Metro,Tier 1,5095763.49,46,51.24,4,High Value,Low Risk,22.7,63.1,Maintain engagement
HCP0471,Dr. Christopher More,T003,Nashik North,Tier 1,7386435.43,35,57.51,62,Growth Potential,Low Risk,42.9,91.1,Review growth opportunity
HCP0472,Dr. Advay Gade,T004,Nagpur Vidarbha,Tier 2,6150180.72,54,49.39,64,Growth Potential,Medium Risk,43.7,79.3,Maintain engagement
HCP0473,Dr. Ojas Prabhu,T005,Delhi NCR,Tier 1,5681259.39,29,51.83,13,Low Engagement,Medium Risk,35.3,67.0,Monitor low engagement
HCP0474,Dr. Ayushman Nayak,T006,Gurgaon Corporate,Tier 3,3140960.95,29,55.38,35,Growth Potential,Low Risk,44.8,73.4,Review growth opportunity
HCP0475,Dr. Adya Bose,T007,Bengaluru Urban,Tier 3,1875249.0,34,54.29,3,Low Engagement,Low Risk,36.1,34.5,Monitor low engagement
HCP0476,Dr. Christopher Tata,T008,Hyderabad Central,Tier 3,3218883.17,41,49.44,17,Low Engagement,Medium Risk,36.5,53.5,Monitor low engagement
HCP0477,Dr. Harshil D’Alia,T009,Chennai Metro,Tier 3,2147473.9,49,52.41,31,Growth Potential,Low Risk,38.5,60.2,Review growth opportunity
HCP0478,Dr. Advik Konda,T010,Kolkata East,Tier 2,3438290.15,33,45.88,18,Low Engagement,Medium Risk,46.3,50.9,Monitor low engagement
HCP0479,Dr. Mason Gola,T011,Ahmedabad Gujarat,Tier 3,1718705.33,37,52.11,2,Low Engagement,Low Risk,36.4,28.8,Monitor low engagement
HCP0480,Dr. Yuvraj Saha,T012,Jaipur Rajasthan,Tier 2,4427309.32,37,47.76,43,Growth Potential,Medium Risk,47.8,70.8,Maintain engagement
HCP0481,Dr. Jagdish Thakkar,T001,Pune Central,Tier 1,7658482.51,55,54.85,0,High Value,Low Risk,12.6,65.9,Maintain engagement
HCP0482,Dr. Nandini Biswas,T002,Mumbai Metro,Tier 1,7516462.67,40,45.18,24,High Value,High Risk,38.4,75.9,Schedule follow-up call
HCP0483,Dr. Gabriel Shan,T003,Nashik North,Tier 3,2086635.09,36,48.03,16,Low Engagement,Medium Risk,45.9,40.7,Monitor low engagement
HCP0484,Dr. Daksha Kibe,T004,Nagpur Vidarbha,Tier 3,1502058.63,53,53.0,30,High Value,Low Risk,38.6,59.9,Schedule follow-up call
HCP0485,Dr. Yatan Dora,T005,Delhi NCR,Tier 2,1837413.36,42,52.81,2,Low Engagement,Low Risk,31.5,30.6,Monitor low engagement
HCP0486,Dr. Hiral Andra,T006,Gurgaon Corporate,Tier 3,831699.94,29,45.59,39,Growth Potential,High Risk,65.2,41.5,Schedule follow-up call
HCP0487,Dr. Hemang Jha,T007,Bengaluru Urban,Tier 2,2586997.18,37,47.43,6,Low Engagement,Medium Risk,39.7,35.8,Monitor low engagement
HCP0488,Dr. Lucky Mammen,T008,Hyderabad Central,Tier 3,1605071.55,40,55.28,21,Low Engagement,Low Risk,37.9,51.5,Monitor low engagement
HCP0489,Dr. Kashish Shanker,T009,Chennai Metro,Tier 1,6402635.25,39,44.31,20,High Value,High Risk,39.4,71.9,Schedule follow-up call
HCP0490,Dr. Meera Borde,T010,Kolkata East,Tier 1,7976528.12,39,58.31,6,High Value,Low Risk,17.4,79.1,Maintain engagement
HCP0491,Dr. Bishakha Lal,T011,Ahmedabad Gujarat,Tier 3,3284209.95,29,46.38,39,Growth Potential,High Risk,56.0,61.5,Schedule follow-up call
HCP0492,Dr. Sneha Magar,T012,Jaipur Rajasthan,Tier 3,1890205.39,38,53.66,5,Low Engagement,Low Risk,34.3,37.3,Monitor low engagement
HCP0493,Dr. Ikbal Dugal,T001,Pune Central,Tier 3,4070520.74,51,48.14,15,High Value,Medium Risk,30.3,66.3,Maintain engagement
HCP0494,Dr. Dipta Ray,T002,Mumbai Metro,Tier 3,2862428.85,52,43.67,0,High Value,Low Risk,33.2,33.6,Maintain engagement
HCP0495,Dr. Siya Morar,T003,Nashik North,Tier 2,3218089.86,49,44.29,6,High Value,Low Risk,34.4,47.2,Maintain engagement
HCP0496,Dr. Nakul Modi,T004,Nagpur Vidarbha,Tier 3,1672029.39,40,56.08,11,Low Engagement,Medium Risk,32.9,45.7,Monitor low engagement
HCP0497,Dr. Gavin Kothari,T005,Delhi NCR,Tier 2,4998525.13,30,41.93,30,Growth Potential,High Risk,53.3,65.5,Schedule follow-up call
HCP0498,Dr. Chandani Lad,T006,Gurgaon Corporate,Tier 2,1376655.33,38,49.18,12,Low Engagement,Medium Risk,43.9,33.9,Monitor low engagement
HCP0499,Dr. Zaid Chandra,T007,Bengaluru Urban,Tier 1,2947286.4,29,53.31,18,Low Engagement,Medium Risk,41.5,58.0,Monitor low engagement
HCP0500,Dr. Advik Bhatia,T008,Hyderabad Central,Tier 3,1480367.18,28,45.39,4,Low Engagement,Low Risk,51.1,19.9,Monitor low engagement
