hcp_id,hcp_name,territory_id,territory_name,hcp_tier,total_net_sales,total_calls,avg_engagement_score,days_since_last_call,cluster_id,segment_label
HCP0468,Dr. Fiyaz Mukherjee,T012,Jaipur Rajasthan,Tier 2,5586751.51,42,54.64,8,1,High Value
HCP0469,Dr. Eta Raman,T001,Pune Central,Tier 2,9584295.01,33,54.48,7,1,High Value
HCP0470,Dr. Dalbir Konda,T002,Mumbai Metro,Tier 1,5095763.49,46,51.24,4,1,High Value
HCP0471,Dr. Christopher More,T003,Nashik North,Tier 1,7386435.43,35,57.51,62,2,Growth Potential
HCP0472,Dr. Advay Gade,T004,Nagpur Vidarbha,Tier 2,6150180.72,54,49.39,64,2,Growth Potential
HCP0473,Dr. Ojas Prabhu,T005,Delhi NCR,Tier 1,5681259.39,29,51.83,13,0,Low Engagement
HCP0474,Dr. Ayushman Nayak,T006,Gurgaon Corporate,Tier 3,3140960.95,29,55.38,35,2,Growth Potential
HCP0475,Dr. Adya Bose,T007,Bengaluru Urban,Tier 3,1875249.0,34,54.29,3,0,Low Engagement
HCP0476,Dr. Christopher Tata,T008,Hyderabad Central,Tier 3,3218883.17,41,49.44,17,0,Low Engagement
HCP0477,Dr. Harshil D’Alia,T009,Chennai Metro,Tier 3,2147473.9,49,52.41,31,2,Growth Potential
HCP0478,Dr. Advik Konda,T010,Kolkata East,Tier 2,3438290.15,33,45.88,18,0,Low Engagement
HCP0479,Dr. Mason Gola,T011,Ahmedabad Gujarat,Tier 3,1718705.33,37,52.11,2,0,Low Engagement
HCP0480,Dr. Yuvraj Saha,T012,Jaipur Rajasthan,Tier 2,4427309.32,37,47.76,43,2,Growth Potential
HCP0481,Dr. Jagdish Thakkar,T001,Pune Central,Tier 1,7658482.51,55,54.85,0,1,High Value
HCP0482,Dr. Nandini Biswas,T002,Mumbai Metro,Tier 1,7516462.67,40,45.18,24,1,High Value
HCP0483,Dr. Gabriel Shan,T003,Nashik North,Tier 3,2086635.09,36,48.03,16,0,Low Engagement
HCP0484,Dr. Daksha Kibe,T004,Nagpur Vidarbha,Tier 3,1502058.63,53,53.0,30,1,High Value
HCP0485,Dr. Yatan Dora,T005,Delhi NCR,Tier 2,1837413.36,42,52.81,2,0,Low Engagement
HCP0486,Dr. Hiral Andra,T006,Gurgaon Corporate,Tier 3,831699.94,29,45.59,39,2,Growth Potential
HCP0487,Dr. Hemang Jha,T007,Bengaluru Urban,Tier 2,2586997.18,37,47.43,6,0,Low Engagement
HCP0488,Dr. Lucky Mammen,T008,Hyderabad Central,Tier 3,1605071.55,40,55.28,21,0,Low Engagement
HCP0489,Dr. Kashish Shanker,T009,Chennai Metro,Tier 1,6402635.25,39,44.31,20,1,High Value
HCP0490,Dr. Meera Borde,T010,Kolkata East,Tier 1,7976528.12,39,58.31,6,1,High Value
HCP0491,Dr. Bishakha Lal,T011,Ahmedabad Gujarat,Tier 3,3284209.95,29,46.38,39,2,Growth Potential
HCP0492,Dr. Sneha Magar,T012,Jaipur Rajasthan,Tier 3,1890205.39,38,53.66,5,0,Low Engagement
HCP0493,Dr. Ikbal Dugal,T001,Pune Central,Tier 3,4070520.74,51,48.14,15,1,High Value
HCP0494,Dr. Dipta Ray,T002,Mumbai Metro,Tier 3,2862428.85,52,43.67,0,1,High Value
HCP0495,Dr. Siya Morar,T003,Nashik North,Tier 2,3218089.86,49,44.29,6,1,High Value
HCP0496,Dr. Nakul Modi,T004,Nagpur Vidarbha,Tier 3,1672029.39,40,56.08,11,0,Low Engagement
HCP0497,Dr. Gavin Kothari,T005,Delhi NCR,Tier 2,4998525.13,30,41.93,30,2,Growth Potential
HCP0498,Dr. Chandani Lad,T006,Gurgaon Corporate,Tier 2,1376655.33,38,49.18,12,0,Low Engagement
HCP0499,Dr. Zaid Chandra,T007,Bengaluru Urban,Tier 1,2947286.4,29,53.31,18,0,Low Engagement
HCP0500,Dr. Advik Bhatia,T008,Hyderabad Central,Tier 3,1480367.18,28,45.39,4,0,Low Engagement
